type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
CASH_IN,62096.89,C1569262638,21015092.57,21077189.47,C1699100984,239454.79,177357.89,0
CASH_IN,220305.61,C1170202505,73337,293642.61,C1312223087,216331.85,0,0
CASH_OUT,588255.43,C2006209308,0,0,C341297203,2469245.32,3057500.75,0
CASH_IN,242708.84,C918302479,27243385.12,27486093.96,C1581519076,1801320.4,1558611.55,0
CASH_OUT,311356.16,C3778627,49951,0,C750155736,198430.92,509787.08,0
CASH_OUT,511326.72,C1014703533,0,0,C2099604950,945285.68,1456612.4,0
CASH_IN,177978.64,C19182650,4488319.88,4666298.52,C1589769863,209717.44,31738.8,0
CASH_OUT,123182.3,C409661481,0,0,C1398093659,374386.55,497568.86,0
CASH_IN,37160.85,C1382448876,57066,94226.85,C1398105908,381299.27,344138.42,0
PAYMENT,118.99,C1289284579,3068,2949.01,M114873479,0,0,0
PAYMENT,4563.11,C1438074124,114522,109958.89,M1166774882,0,0,0
CASH_OUT,357736.94,C738490284,105499,0,C25212059,0,518752.73,0
PAYMENT,12622.03,C268367921,0,0,M805719996,0,0,0
PAYMENT,2495.36,C267665368,7136,4640.64,M303058663,0,0,0
CASH_IN,28001.93,C1460438257,1537261.54,1565263.47,C562778081,202106.97,174105.04,0
CASH_OUT,183190.96,C2012239473,0,0,C929369592,569630.28,752821.24,0
PAYMENT,9003.56,C699174315,0,0,M659024415,0,0,0
CASH_OUT,366082.55,C1114845146,0,0,C850614577,1193718.7,1559801.25,0
CASH_OUT,143491.99,C640536577,20668,0,C130172034,75179.36,218671.35,0
CASH_OUT,208397.97,C1516578686,20659,0,C1829537382,24728.2,233126.16,0
CASH_OUT,125696.6,C2092785874,9166,0,C1489214169,160253.67,285950.27,0
PAYMENT,9400.01,C581393181,257055,247654.99,M1274675427,0,0,0
CASH_IN,59278.09,C1413417763,50329,109607.09,C1009332127,58144.34,0,0
CASH_IN,460047.29,C166612776,43125,503172.29,C258645688,606232.2,146184.91,0
CASH_OUT,158739.9,C2062741286,0,0,C70807659,1501671.33,1660411.23,0
CASH_OUT,83492.43,C708266124,414456,330963.57,C1055816883,0,83492.43,0
CASH_IN,40261.12,C789003262,2120171.91,2160433.03,C1879752800,1097988.72,1057727.61,0
PAYMENT,17368.99,C1833997562,0,0,M589731206,0,0,0
CASH_IN,282590.4,C1360992218,47791,330381.4,C1393834792,0,0,0
DEBIT,1655.59,C1409048868,9149,7493.41,C1126819840,941231.09,942886.67,0
CASH_OUT,161747.53,C1923677340,9539.53,0,C134330749,2459629,2621376.52,0
CASH_OUT,170562.66,C805737249,0,0,C338382927,3714461.14,3885023.8,0
TRANSFER,700145.07,C1050126452,10835,0,C1872393284,90250,790395.07,0
PAYMENT,3527.3,C157509504,11404,7876.7,M290802350,0,0,0
PAYMENT,5361.47,C463948051,0,0,M996715229,0,0,0
PAYMENT,11195.35,C281800850,3271,0,M1703106143,0,0,0
CASH_IN,378146.27,C730038078,38377,416523.27,C1515069376,414668.88,36522.6,0
PAYMENT,13535.89,C1204940493,100690,87154.11,M1802702544,0,0,0
PAYMENT,1181.77,C1936680333,62028.67,60846.91,M1952691729,0,0,0
PAYMENT,6690.58,C1988572012,50355,43664.42,M12893727,0,0,0
PAYMENT,7670.79,C530984643,161072.45,153401.65,M695867924,0,0,0
CASH_OUT,44994.23,C303044081,0,0,C602059484,977273.01,1022267.24,0
CASH_OUT,544371.12,C1352815667,21637,0,C605025240,552111.43,1096482.55,0
CASH_OUT,202986.79,C1162569648,182225,0,C236476081,490593.29,693580.08,0
CASH_IN,146909.4,C1930732309,3104726.24,3251635.63,C2029409385,1033083.41,886174.02,0
PAYMENT,9836.33,C775707155,101849,92012.67,M147102914,0,0,0
PAYMENT,8657.81,C396586198,0,0,M356195850,0,0,0
PAYMENT,5165.19,C1628971308,599967.39,594802.2,M1016667521,0,0,0
CASH_OUT,215271.08,C2013656379,0,0,C1793056361,4210283.22,4425554.3,0
CASH_OUT,180562.44,C1003089525,27155,0,C1710914649,32811.9,213374.34,0
PAYMENT,3825.61,C1713983620,0,0,M769246556,0,0,0
PAYMENT,11757.37,C95714536,56486,44728.63,M1992239039,0,0,0
CASH_OUT,24607.41,C476358842,0,0,C513753304,2786147.73,2810755.14,0
CASH_IN,97363.48,C1844282750,32274,129637.48,C977089685,678274.87,580911.4,0
TRANSFER,478580.1,C716291392,72476,0,C713360915,18146.54,496726.64,0
CASH_IN,60753.75,C151748532,236314.7,297068.45,C665101032,367245.55,306491.8,0
CASH_OUT,251607.81,C1694628375,57878,0,C770430533,151768.87,403376.68,0
CASH_OUT,29537.2,C1863635209,331815,302277.8,C94911203,152649.52,182186.72,0
PAYMENT,3660.14,C921352551,357126.46,353466.33,M48794348,0,0,0
PAYMENT,12224.31,C1085714971,3235.07,0,M986095977,0,0,0
PAYMENT,9903.55,C773776240,177121,167217.45,M720607625,0,0,0
PAYMENT,4117.48,C91484710,87308,83190.52,M296181473,0,0,0
CASH_OUT,488714.13,C1401696810,11189,0,C545671722,207007.8,872581.79,0
PAYMENT,1540.69,C1250509946,29898,28357.31,M1090326369,0,0,0
CASH_OUT,143091.03,C411146455,46453,0,C1385043654,0,143091.03,0
CASH_OUT,170259.11,C906596269,0,0,C597861497,3863813.46,4034072.57,0
CASH_OUT,504262.01,C1229781254,100,0,C1555113356,0,504262.01,0
CASH_OUT,132924.05,C2033985232,0,0,C346157249,643760.33,776684.37,0
PAYMENT,9345.24,C2013744772,59990,50644.76,M93506924,0,0,0
CASH_IN,189800.32,C2102552806,6819372.89,7009173.22,C1827527607,366624.69,176824.37,0
CASH_OUT,339483.62,C409921751,21419,0,C1419924437,0,339483.62,0
PAYMENT,11063.94,C509028383,310283,299219.06,M112456603,0,0,0
PAYMENT,15230.55,C1277859980,0,0,M1700501044,0,0,0
PAYMENT,229.5,C476592926,0,0,M47868307,0,0,0
CASH_OUT,150941.35,C263137078,361011.11,210069.75,C1437948952,151256.86,302198.22,0
PAYMENT,3596.27,C569465189,0,0,M1425988547,0,0,0
CASH_OUT,120881.4,C614205667,0,0,C595725609,371516,492397.4,0
CASH_OUT,58684.07,C1519737013,0,0,C2111002229,77211.75,135895.81,0
PAYMENT,10234.52,C851762125,0,0,M661264052,0,0,0
CASH_IN,275677.6,C734225173,1165977.41,1441655.01,C1054829538,777494.45,501816.85,0
CASH_OUT,261715.94,C2075680460,17659,0,C1592687559,1673619.89,1935335.83,0
CASH_OUT,129453.82,C2035119863,0,0,C1870258118,4089312.71,4218766.53,0
CASH_IN,32392.61,C1044054210,168,32560.61,C636786181,521425.45,489032.84,0
CASH_OUT,190917.23,C2091509793,0,0,C475338828,4918679.56,5109596.79,0
PAYMENT,16297.1,C2025585040,0,0,M731275213,0,0,0
CASH_IN,62276.84,C714939966,6013,68289.84,C1589331148,2534.43,0,0
CASH_OUT,58460.29,C956097470,0,0,C1794350841,522055.58,580515.88,0
CASH_OUT,131067.4,C1246881764,0,0,C589183447,2081387.81,2212455.21,0
CASH_OUT,378201.8,C1334425819,100270,0,C341595347,1060149.92,1438351.72,0
CASH_OUT,51056.27,C4388498,0,0,C1305721721,501134.37,552190.64,0
CASH_IN,244980.11,C1986712871,28989,273969.11,C817071016,0,0,0
CASH_IN,6972.76,C331403238,26528857.31,26535830.07,C1896746847,372617.49,365644.73,0
TRANSFER,201524.08,C1698400425,0,0,C1238689551,648195.95,849720.03,0
CASH_IN,230381.89,C1558371797,161874.1,392255.98,C1209616367,44628.38,0,0
PAYMENT,6742.72,C1697350839,0,0,M285912463,0,0,0
TRANSFER,785243.95,C2073119139,0,0,C208983254,3925725.58,4710969.53,0
CASH_OUT,196799.84,C25970588,10687,0,C948832044,1723683.6,1920483.44,0
PAYMENT,1102.49,C1738505442,28209.09,27106.6,M809596634,0,0,0
PAYMENT,573.11,C1385859887,10527,9953.89,M992957817,0,0,0
CASH_OUT,317996.52,C1353413920,320669,2672.48,C938965599,4382602.18,4700598.7,0
CASH_OUT,23163.96,C1318818030,0,0,C1289759425,121129.57,144293.52,0
CASH_OUT,32881.65,C666792057,20948,0,C1616024897,875030.65,907912.3,0
PAYMENT,11382.44,C751941020,0,0,M1561389391,0,0,0
PAYMENT,17459.19,C151518839,127772,110312.81,M961026755,0,0,0
CASH_OUT,236989.47,C86060271,6776,0,C1231565279,331868.87,568858.34,0
CASH_IN,444519.25,C1841716848,127869,572388.25,C1316452287,26608.2,0,0
CASH_OUT,145298.73,C1041781149,0,0,C992500112,207869.87,353168.6,0
CASH_OUT,12747.08,C1987279077,188,0,C1836513603,0,12747.08,0
CASH_OUT,26356.38,C1048609177,0,0,C1807373606,454759.86,481116.24,0
CASH_OUT,120115.43,C1907309024,0,0,C863230216,965370.34,1085485.77,0
CASH_OUT,557753.6,C784124690,10476,0,C402767633,1711479.61,2269233.2,0
CASH_IN,27530.11,C31196307,162,27692.11,C1655544771,814526.53,786996.42,0
CASH_OUT,85240.88,C1557383760,0,0,C140023805,413858.23,499099.11,0
PAYMENT,4286.27,C560591224,134266.03,129979.76,M1576327769,0,0,0
PAYMENT,1728.86,C1768089496,147578,145849.14,M1866588912,0,0,0
PAYMENT,7230.54,C200778675,0,0,M2045001138,0,0,0
CASH_IN,209664.73,C561457589,80460,290124.73,C1619721920,0,0,0
PAYMENT,560.74,C696255402,20250,19689.26,M785976709,0,0,0
CASH_OUT,86148.75,C1790601262,45271.03,0,C2104570725,118165.13,204313.88,0
CASH_IN,156410.14,C1911840796,70737,227147.14,C1242991547,0,0,0
CASH_OUT,20276.08,C988017227,1302,0,C1902089410,0,20276.08,0
PAYMENT,1335.32,C1339377157,229,0,M633629958,0,0,0
PAYMENT,17521.76,C578028402,0,0,M18789237,0,0,0
CASH_OUT,57185.39,C547074599,0,0,C1113044758,858814.56,915999.95,0
PAYMENT,78.43,C165925111,0,0,M1464251186,0,0,0
PAYMENT,8162.63,C681713821,255,0,M430223815,0,0,0
TRANSFER,1835643.92,C1035891853,0,0,C1467602616,1994216.16,3829860.08,0
CASH_OUT,305369.72,C225736263,1043,0,C1215558683,366443.16,671812.87,0
PAYMENT,10267.43,C179350994,54398,44130.57,M1565784053,0,0,0
CASH_IN,73890.17,C956212348,4816,78706.17,C1273975002,449690.93,375800.76,0
CASH_IN,159609.46,C1505787877,5794700.92,5954310.38,C1877592158,272699.94,113090.48,0
PAYMENT,7247.24,C1798026520,25273.12,18025.88,M1068672084,0,0,0
PAYMENT,13641.68,C886434973,0,0,M1476815282,0,0,0
PAYMENT,3880.23,C1895016704,0,0,M331941760,0,0,0
CASH_OUT,105012.6,C1436084155,11243,0,C884604570,129376.71,234389.31,0
PAYMENT,10166.67,C1228910453,7059.44,0,M622726604,0,0,0
CASH_IN,3329.58,C1303964651,6289,9618.58,C1890811212,0,0,0
PAYMENT,11121.11,C1530674526,328,0,M1327996424,0,0,0
TRANSFER,110875.13,C528420965,117713,6837.87,C472677172,0,110875.13,0
PAYMENT,6807.2,C1827323599,21707,14899.8,M1760508778,0,0,0
TRANSFER,483425,C1182955935,0,0,C767526962,705234.56,1188659.56,0
PAYMENT,4059.61,C797356793,53217.45,49157.83,M1087583172,0,0,0
CASH_IN,243255.89,C1557617835,5719042.38,5962298.27,C645898745,7169866.08,6926610.19,0
PAYMENT,16963.69,C1882105323,0,0,M375655216,0,0,0
CASH_IN,235339.6,C2123298683,11076,246415.6,C857001093,0,0,0
PAYMENT,21724.14,C718166259,0,0,M1810789991,0,0,0
PAYMENT,5984.41,C1785433030,0,0,M81141355,0,0,0
PAYMENT,13639.74,C121260730,222474.47,208834.73,M2123581169,0,0,0
CASH_IN,67260.86,C2008509065,3834189.37,3901450.23,C1435152281,6174873.25,6107612.4,0
CASH_OUT,116763.5,C100957508,9925,0,C214799982,0,116763.5,0
PAYMENT,647.99,C120024818,145,0,M1450669527,0,0,0
CASH_OUT,70173.46,C1764838254,11579,0,C1768910179,3008227.11,3078400.57,0
CASH_IN,183397.62,C1098077712,89496,272893.62,C2072422974,0,0,0
CASH_OUT,284947.22,C193769403,0,0,C580735116,5026423.66,5311370.88,0
CASH_IN,244937.63,C1394293724,1442630.33,1687567.96,C613154714,2084457.3,1839519.67,0
PAYMENT,1885.9,C1098729512,143043.77,141157.87,M1110229794,0,0,0
PAYMENT,7807.32,C1812666413,0,0,M861931987,0,0,0
CASH_OUT,488196.68,C1153337273,0,0,C1439107649,1173031.52,1661228.2,0
CASH_IN,107237.52,C36382787,857761,964998.52,C1275709475,476148.48,368910.97,0
CASH_OUT,285025.29,C374651341,11529,0,C93122044,260807.05,508495.63,0
CASH_IN,324438.95,C971288865,193629.89,518068.84,C2090309452,915971.42,591532.47,0
CASH_IN,380874.5,C132521652,32364,413238.5,C876573165,0,0,0
CASH_IN,190859.13,C124175802,6539658.48,6730517.61,C2051373996,548922.87,358063.74,0
CASH_IN,45281.3,C313671007,7876789.42,7922070.72,C1303295016,5276020.83,5009319.23,0
PAYMENT,13052.13,C2019304871,13788,735.87,M1320423222,0,0,0
CASH_IN,206774.14,C1011666700,19076,225850.14,C1704786028,0,0,0
PAYMENT,8573.82,C1833279226,0,0,M103065747,0,0,0
CASH_IN,150027.22,C1840787025,10479678.19,10629705.41,C358227421,8534418.52,8384391.3,0
PAYMENT,4831.23,C1616008988,28955,24123.77,M1261485370,0,0,0
TRANSFER,1364363.74,C1561934951,0,0,C532395268,2421951.77,3786315.51,0
PAYMENT,13545.87,C1440197988,0,0,M763743051,0,0,0
CASH_IN,369953.02,C1669159426,24221,394174.02,C1780257868,301023.61,0,0
CASH_OUT,138049.93,C521437574,371081,233031.07,C1777633307,1099603.15,1237653.09,0
PAYMENT,2373.41,C1399020093,0,0,M2093739153,0,0,0
CASH_OUT,300741.71,C456367180,62417,0,C689280403,1834249.7,2134991.41,0
CASH_IN,176059.91,C887174659,638622.31,814682.21,C531125842,4091438.78,4081955.74,0
CASH_OUT,169546.4,C986656927,0,0,C759768093,398380.06,486873.53,0
CASH_OUT,10019.84,C1222820602,851,0,C770773264,10110,20129.84,0
PAYMENT,6412.66,C595263986,247244.93,240832.27,M306621986,0,0,0
CASH_OUT,173954.03,C494310869,0,0,C105364168,175316.71,188249.27,0
CASH_OUT,200633.37,C455294502,0,0,C727976322,498732.89,699366.27,0
CASH_OUT,132124.86,C469617567,0,0,C1598878558,192849.05,566639.28,0
CASH_IN,9019.31,C292074235,4041617.65,4050636.96,C561710955,52986.74,43967.42,0
CASH_OUT,117797.87,C167629037,0,0,C1619130067,128699.76,246497.62,0
PAYMENT,27131.91,C1896669305,143114.77,115982.86,M244807569,0,0,0
CASH_OUT,33573.3,C11227987,201760,168186.7,C764499865,1866277.42,1899850.72,0
PAYMENT,534.5,C1747553607,0,0,M600070819,0,0,0
CASH_OUT,169000.81,C1354914659,0,0,C694602434,1403774.11,1572774.92,0
PAYMENT,2837.81,C2146661722,20183,17345.19,M733128038,0,0,0
CASH_OUT,104824.6,C659213604,0,0,C1661315393,2219975.62,2324800.23,0
CASH_OUT,7233.8,C764779847,30003,22769.2,C1570182688,0,7233.8,0
PAYMENT,2163.96,C854315263,36325,34161.04,M1552415475,0,0,0
CASH_IN,104599.64,C60088935,1489517.29,1594116.94,C670131965,612960.93,508361.29,0
CASH_OUT,28717.43,C1495953163,0,0,C1542623216,345897.3,374614.72,0
PAYMENT,1374.85,C1453603861,1810,435.15,M1953160887,0,0,0
TRANSFER,446005.32,C984624010,490006.59,44001.27,C1941110372,3093898.58,3539903.9,0
PAYMENT,9234.53,C1511706692,348323.59,339089.06,M1851143915,0,0,0
TRANSFER,2724998.13,C975917998,23219,0,C804731631,2628831.95,5353830.08,0
CASH_IN,89889.04,C38465583,9006478.91,9096367.94,C209029224,152775.41,62886.38,0
CASH_IN,181306.64,C655863396,20799664.12,20980970.75,C555327631,700547.02,266791.97,0
PAYMENT,3694.06,C2122865201,72350.22,68656.16,M25149433,0,0,0
TRANSFER,276185.57,C573255122,227111,0,C2082953470,1299501.07,1575686.64,0
CASH_OUT,107842.64,C573153981,122585,14742.36,C1697132647,1166384.97,1274227.6,0
CASH_OUT,490216.13,C2115487200,0,0,C451731094,3366630.23,3856846.36,0
CASH_OUT,275541.62,C1487328854,91136,0,C1816201398,9090869.56,9366411.18,0
TRANSFER,47438.5,C1597348696,19952,0,C1237057869,0,47438.5,0
CASH_IN,83988.95,C740729855,1260945.7,1344934.65,C1770368035,1405344.75,1321355.8,0
CASH_IN,197813.44,C208690175,3898929.77,4096743.21,C1747957862,275797.27,77983.83,0
CASH_OUT,253336.49,C1623747340,29851,0,C1588628998,157134.16,410470.66,0
PAYMENT,8865.36,C2144288322,0,0,M1272600326,0,0,0
PAYMENT,3851.62,C462269280,0,0,M1130029344,0,0,0
CASH_OUT,105926.14,C390719409,0,0,C1995855311,733635.35,839561.5,0
CASH_IN,93655.56,C677630973,21396,115051.56,C1592329337,281198.29,187542.73,0
CASH_IN,309412.35,C980558174,8786992.65,9096405,C1366454815,1401288.55,1091876.2,0
PAYMENT,8637.19,C447064016,9956,1318.81,M1353431060,0,0,0
CASH_IN,237345.71,C965861722,3891754.75,4129100.46,C1610990069,384124.33,146778.61,0
PAYMENT,20760.74,C1385856769,81912.81,61152.08,M475519164,0,0,0
PAYMENT,78.08,C27590019,34049.43,33971.35,M293188347,0,0,0
PAYMENT,11099.91,C190997634,105419,94319.09,M771576522,0,0,0
PAYMENT,4423.42,C309884787,82378.62,77955.2,M793112397,0,0,0
PAYMENT,3155.65,C1632716189,61625.73,58470.09,M153916880,0,0,0
CASH_OUT,277428.35,C660233035,0,0,C4331629,5575471.8,5852900.15,0
PAYMENT,22803.16,C665956197,0,0,M554181273,0,0,0
CASH_OUT,251770.95,C211280279,694,0,C1397433871,0,251770.95,0
PAYMENT,8734.65,C13621951,414,0,M1366599594,0,0,0
CASH_OUT,315092.34,C665469102,22146,0,C263921910,1335580.12,1650672.46,0
PAYMENT,17403.25,C769732433,0,0,M1730600787,0,0,0
PAYMENT,2764.44,C1015380920,5593,2828.56,M1225478458,0,0,0
CASH_IN,279920.54,C1046788572,1686915.56,1966836.1,C1984405992,5092205.3,4812284.76,0
PAYMENT,7476.2,C996495843,0,0,M981345374,0,0,0
PAYMENT,1287.8,C575142073,100040,98752.2,M291515502,0,0,0
PAYMENT,9651.93,C2061681001,74658.42,65006.48,M502954454,0,0,0
CASH_OUT,223035.24,C903041602,0,0,C1928332904,5505021.63,5728056.87,0
PAYMENT,5839.59,C1466871564,116996,111156.41,M442466493,0,0,0
PAYMENT,14511.35,C1807111952,0,0,M1958777329,0,0,0
CASH_IN,15294.38,C1357992363,770566.7,785861.08,C290051968,77213.37,61919,0
CASH_IN,123559.5,C1897757115,2029,125588.5,C50670532,0,0,0
CASH_OUT,371652.4,C1445595243,20724,0,C1514728642,0,371652.4,0
PAYMENT,3476.18,C108563974,41339,37862.82,M1755990347,0,0,0
CASH_OUT,741.03,C902568051,0,0,C219235512,12686.85,13427.88,0
TRANSFER,76065.03,C787836757,90453,14387.97,C772320058,0,76065.03,0
PAYMENT,4269.87,C495524541,39088,34818.13,M1026618610,0,0,0
CASH_IN,132798.16,C452783165,2375117.12,2507915.28,C979236419,1222192.95,1089394.78,0
PAYMENT,18378.33,C1881005676,0,0,M725320294,0,0,0
PAYMENT,15605.17,C1779786257,29023,13417.83,M371125486,0,0,0
CASH_OUT,243868.05,C1022334245,0,0,C1770904148,416326.86,660194.91,0
PAYMENT,4308.96,C1969272968,21178,16869.04,M1755127683,0,0,0
CASH_IN,31239.18,C1259693305,0,31239.18,C56436082,0,0,0
TRANSFER,307316.67,C520052818,0,0,C385990323,9067158.04,9374474.71,0
PAYMENT,9615.27,C1531195545,51868,42252.73,M189136645,0,0,0
CASH_IN,76206.62,C718159798,18640.98,94847.61,C1052023848,438349.72,362143.1,0
CASH_IN,16279.37,C1428038897,24423917.23,24440196.6,C1088562410,147465.36,131186,0
PAYMENT,4181.13,C525323199,95683.35,91502.22,M1255534202,0,0,0
CASH_IN,120548.01,C1627637028,11210,131758.01,C1245395540,965555.51,845007.49,0
CASH_OUT,7298.4,C1325349328,10642,3343.6,C742486794,568399.11,575697.51,0
CASH_IN,210735.67,C1079962613,977663.04,1188398.7,C1709324302,703368.23,492632.57,0
PAYMENT,4798.93,C1379229468,0,0,M2074855081,0,0,0
CASH_OUT,6292.69,C1336058100,17548,11255.31,C215997522,285184.08,291476.77,0
CASH_IN,95113.43,C396473173,4107163.67,4202277.1,C1057776479,2887971.37,2792857.94,0
PAYMENT,8596.5,C1176754480,12416,3819.5,M1405707005,0,0,0
CASH_OUT,102263.95,C1046517002,19087,0,C1474441689,0,102263.95,0
CASH_OUT,271553.02,C1569783344,288129.01,16575.98,C1114949736,810857.63,1082410.65,0
CASH_IN,154677.72,C22277820,20112,174789.72,C2059010552,4951030.28,4796352.55,0
PAYMENT,19539.97,C1565724007,195856.99,176317.02,M2101724597,0,0,0
CASH_OUT,255318.23,C1919351916,39594.52,0,C927234647,2533504.13,2788822.36,0
PAYMENT,3275.44,C340802082,200998,197722.56,M2084703593,0,0,0
CASH_IN,18596.12,C1213590608,50368,68964.12,C720101601,868775.89,850179.77,0
PAYMENT,19660.47,C818713332,0,0,M846476307,0,0,0
PAYMENT,4971.62,C1321115815,0,0,M278301049,0,0,0
PAYMENT,9109.73,C2037752776,161,0,M685843100,0,0,0
CASH_IN,156429.91,C265367771,0,156429.91,C69798076,279283.79,122853.88,0
CASH_IN,86587.68,C727195926,4409349.22,4495936.9,C1354269090,3360202.1,3273614.42,0
CASH_OUT,18650.84,C1915682624,70615,51964.16,C1071177710,147100.66,165751.5,0
PAYMENT,13791.33,C1072972448,19800,6008.67,M1849405470,0,0,0
PAYMENT,11823.96,C1627539312,1183,0,M1158073026,0,0,0
CASH_OUT,36769.14,C74185368,22132,0,C1617812355,0,36769.14,0
PAYMENT,5570.43,C1712468852,50719,45148.57,M749173592,0,0,0
PAYMENT,1597.2,C1910606920,213542,211944.8,M16019012,0,0,0
PAYMENT,2103.49,C1482093672,0,0,M1577969560,0,0,0
CASH_OUT,277031.42,C86997784,0,0,C1675501235,1135882.91,1412914.33,0
PAYMENT,4173.12,C1545621296,112693,108519.88,M1696070372,0,0,0
PAYMENT,3837.66,C1555153697,21699,17861.34,M1138473806,0,0,0
CASH_IN,498491.02,C848091667,11152,509643.02,C781157536,139529.6,0,0
CASH_IN,116914.45,C825658804,562374.69,679289.15,C1338324612,1141067.79,1024153.34,0
CASH_OUT,120813.62,C1086197979,0,0,C1127185318,913448.67,742504.88,0
CASH_IN,124804.09,C226547959,3936456.91,4061261.01,C1153673769,1870245.17,1745441.08,0
CASH_IN,225584.3,C147056073,12079488,12305072.3,C272282913,1959201.25,1733616.95,0
CASH_IN,108353.15,C971534861,16352504.26,16460857.41,C1589809636,593068.53,484715.37,0
PAYMENT,1216.83,C1464750355,10194,8977.17,M1594410050,0,0,0
CASH_IN,86966.06,C1510035382,350971.86,437937.92,C1008175633,138000.17,51034.11,0
CASH_IN,260740.93,C120590809,1812578.81,2073319.73,C639013121,831971.11,571230.19,0
CASH_OUT,189730.33,C1308934990,0,0,C1528892794,431218.75,620949.08,0
CASH_OUT,109276.53,C1227276916,158199,48922.47,C663583,104096.1,213372.64,0
CASH_IN,205376.83,C827908888,27539554.05,27744930.88,C955787820,778083.39,572706.57,0
PAYMENT,8291.22,C1135112147,10969,2677.78,M1192773693,0,0,0
CASH_OUT,161573.81,C284373266,25879,0,C218598269,8729061.86,8890635.68,0
CASH_OUT,431145.16,C1573328729,20897,0,C219889652,16492.12,447637.28,0
PAYMENT,6729.93,C124933743,29730,23000.07,M37341538,0,0,0
PAYMENT,5970.4,C659329575,2046,0,M360314162,0,0,0
CASH_OUT,54499.26,C2035648296,0,0,C896379216,990116.74,1044616,0
CASH_IN,95869.97,C739482812,20410994.14,20506864.11,C1906495615,184247.28,88377.31,0
CASH_OUT,265134.27,C1600694300,15877,0,C794893766,42106.42,307240.69,0
PAYMENT,19653.81,C1874887756,11418,0,M1612748094,0,0,0
CASH_IN,118282.44,C2133024658,80938,199220.44,C1546556382,410065.82,291783.38,0
CASH_IN,414220.14,C1971631884,0,414220.14,C2082083030,4115881.64,3701661.5,0
CASH_OUT,22129.38,C1893503358,0,0,C1190777920,2280172.23,2302301.62,0
PAYMENT,7275.63,C1311408143,0,0,M569301346,0,0,0
TRANSFER,114468.8,C508751130,98910.18,0,C213373565,470681.82,585150.62,0
PAYMENT,20182.93,C1906222351,0,0,M468338240,0,0,0
CASH_IN,100506.06,C2082378061,1531139.75,1631645.81,C427710690,603821.8,503315.75,0
PAYMENT,11582.82,C16200488,474102,462519.18,M1027213594,0,0,0
CASH_OUT,209870.26,C937400939,0,0,C2048324756,653849.48,863719.74,0
TRANSFER,417354.93,C794062836,0,0,C1959942740,1730343.91,2147698.85,0
CASH_IN,96789.37,C1508473708,8874966.28,8971755.66,C816574577,1450362.44,1353573.06,0
CASH_IN,240231.45,C252094596,21412312.4,21652543.84,C2090995803,715130.72,474899.28,0
CASH_OUT,95929.53,C1806870781,72606,0,C2053317346,472255.79,568185.32,0
CASH_OUT,47964.51,C2071826598,44212.65,0,C371188626,336757.43,384721.94,0
PAYMENT,10004.65,C1122745477,0,0,M1682034090,0,0,0
PAYMENT,824.11,C2014317842,77761,76936.89,M906990743,0,0,0
CASH_IN,37716.22,C825759326,8107581.02,8145297.23,C841859160,7053832.52,7016116.31,0
CASH_IN,280230.21,C820181429,466921.94,747152.15,C80869024,804035.73,523805.51,0
PAYMENT,9169.95,C1365845065,0,0,M2142182265,0,0,0
CASH_OUT,122858.1,C1965917711,0,0,C1666264965,170492.13,293350.23,0
PAYMENT,7850.31,C254163353,40646,32795.69,M725578190,0,0,0
CASH_IN,511763.4,C1558709352,5325097.16,5836860.56,C381834605,2413042.96,1901279.55,0
CASH_OUT,69751.93,C318112772,81053,11301.07,C1743469015,80402.29,150154.22,0
PAYMENT,156.29,C1318576280,418238,418081.71,M1306531718,0,0,0
PAYMENT,5264.89,C56436927,10590,5325.11,M1831825703,0,0,0
PAYMENT,10518.81,C1603260140,0,0,M149109922,0,0,0
PAYMENT,9625.96,C1998724878,50476.4,40850.44,M871386865,0,0,0
PAYMENT,86.7,C122908085,0,0,M1745005588,0,0,0
PAYMENT,17220.33,C798404866,6862.68,0,M735403533,0,0,0
PAYMENT,88.28,C230123369,0,0,M161449577,0,0,0
PAYMENT,6056.36,C1353775228,8018,1961.64,M894469209,0,0,0
TRANSFER,163078.99,C760114419,0,0,C1524997915,193994.17,357073.16,0
CASH_OUT,61307.35,C1418712909,0,0,C708084031,327417.23,388724.58,0
PAYMENT,9257.03,C334658856,0,0,M1626643954,0,0,0
CASH_IN,102955.99,C291025416,24633,127588.99,C1199243703,149728.13,46772.15,0
PAYMENT,16078.6,C1097361137,0,0,M2142812567,0,0,0
CASH_OUT,90367.45,C692469825,0,0,C505202082,309776.16,400143.61,0
CASH_IN,96896.78,C304521597,10774482.15,10871378.93,C86567829,116970.26,20073.49,0
PAYMENT,5876.36,C533646163,41572,35695.64,M770156577,0,0,0
CASH_IN,66592.13,C2036319156,20641,87233.13,C1971139678,0,0,0
CASH_OUT,356265.66,C108653784,125738.47,0,C1791119622,786373.82,1142639.48,0
PAYMENT,25455.41,C714634604,162003.78,136548.37,M1371888927,0,0,0
PAYMENT,1240.66,C1849832347,14823,13582.34,M1574982275,0,0,0
PAYMENT,20250.29,C1243870803,0,0,M635172998,0,0,0
CASH_IN,182331.48,C1311776068,4503716.8,4686048.28,C927617818,340256.51,157925.03,0
CASH_IN,15683.99,C1165470199,0,15683.99,C1322420262,6550385.37,6534701.38,0
